"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"1367","NZ_KX523901.1","Bacillus_anthracis_str._Ames_","12","40","49","5330","59144"
"1368","MT441554.1","Bacillus_anthracis_str._Ames_","18","64","73","5330","59144"
"1369","JN626286.1","Shigella_flexneri_2a_str._301_","37","147","180","4442","63328"
"1370","LN864819.1","Shigella_flexneri_2a_str._301_","57","130","164","4442","63328"
"1371","NZ_KX523901.1","Shigella_flexneri_2a_str._301_","12","84","94","4442","63328"
"1372","MT441554.1","Shigella_flexneri_2a_str._301_","18","148","166","4442","63328"
"1373","JN626286.1","Anoxybacillus_gonensis_","37","27","26","2774","48453"
"1374","LN864819.1","Anoxybacillus_gonensis_","57","27","26","2774","48453"
"1375","NZ_KX523901.1","Anoxybacillus_gonensis_","12","0","0","2774","48453"
"1376","MT441554.1","Anoxybacillus_gonensis_","18","27","26","2774","48453"
"1377","JN626286.1","Dickeya_dadantii_3937_","37","113","128","4549","63952"
"1378","LN864819.1","Dickeya_dadantii_3937_","57","101","117","4549","63952"
"1379","NZ_KX523901.1","Dickeya_dadantii_3937_","12","65","64","4549","63952"
"1380","MT441554.1","Dickeya_dadantii_3937_","18","102","102","4549","63952"
"1381","JN626286.1","Buchnera_aphidicola_str._Sg_","37","38","37","545","11242"
"1382","LN864819.1","Buchnera_aphidicola_str._Sg_","57","38","37","545","11242"
"1383","NZ_KX523901.1","Buchnera_aphidicola_str._Sg_","12","38","37","545","11242"
"1384","MT441554.1","Buchnera_aphidicola_str._Sg_","18","38","37","545","11242"
"1385","JN626286.1","Escherichia_coli_CFT073_","37","103","117","5394","73330"
"1386","LN864819.1","Escherichia_coli_CFT073_","57","102","116","5394","73330"
"1387","NZ_KX523901.1","Escherichia_coli_CFT073_","12","71","79","5394","73330"
"1388","MT441554.1","Escherichia_coli_CFT073_","18","113","123","5394","73330"
"1389","JN626286.1","Listeria_ivanovii_subsp._londoniensis_","37","0","0","2825","39261"
"1390","LN864819.1","Listeria_ivanovii_subsp._londoniensis_","57","0","0","2825","39261"
"1391","NZ_KX523901.1","Listeria_ivanovii_subsp._londoniensis_","12","0","0","2825","39261"
"1392","MT441554.1","Listeria_ivanovii_subsp._londoniensis_","18","14","13","2825","39261"
"1393","JN626286.1","Acinetobacter_gerneri_","37","0","0","4097","49022"
"1394","LN864819.1","Acinetobacter_gerneri_","57","0","0","4097","49022"
"1395","NZ_KX523901.1","Acinetobacter_gerneri_","12","0","0","4097","49022"
"1396","MT441554.1","Acinetobacter_gerneri_","18","22","21","4097","49022"
"1397","JN626286.1","Acinetobacter_tandoii_","37","0","0","3814","49438"
"1398","LN864819.1","Acinetobacter_tandoii_","57","0","0","3814","49438"
"1399","NZ_KX523901.1","Acinetobacter_tandoii_","12","0","0","3814","49438"
"1400","MT441554.1","Acinetobacter_tandoii_","18","33","32","3814","49438"
"1401","JN626286.1","Acinetobacter_tjernbergiae_","37","0","0","3398","42112"
"1402","LN864819.1","Acinetobacter_tjernbergiae_","57","0","0","3398","42112"
"1403","NZ_KX523901.1","Acinetobacter_tjernbergiae_","12","0","0","3398","42112"
"1404","MT441554.1","Acinetobacter_tjernbergiae_","18","21","20","3398","42112"
"1405","JN626286.1","Acinetobacter_towneri_","37","0","0","2619","35215"
"1406","LN864819.1","Acinetobacter_towneri_","57","0","0","2619","35215"
"1407","NZ_KX523901.1","Acinetobacter_towneri_","12","0","0","2619","35215"
"1408","MT441554.1","Acinetobacter_towneri_","18","23","22","2619","35215"
"1409","JN626286.1","Ruminiclostridium_thermocellum_ATCC_27405_","37","0","0","3188","50450"
"1410","LN864819.1","Ruminiclostridium_thermocellum_ATCC_27405_","57","0","0","3188","50450"
"1411","NZ_KX523901.1","Ruminiclostridium_thermocellum_ATCC_27405_","12","0","0","3188","50450"
"1412","MT441554.1","Ruminiclostridium_thermocellum_ATCC_27405_","18","8","7","3188","50450"
"1413","JN626286.1","Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_","37","0","0","2006","23889"
"1414","LN864819.1","Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_","57","0","0","2006","23889"
"1415","NZ_KX523901.1","Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_","12","0","0","2006","23889"
"1416","MT441554.1","Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293_","18","22","21","2006","23889"
"1417","JN626286.1","Saccharophagus_degradans_2-40_","37","18","17","4013","51623"
"1418","LN864819.1","Saccharophagus_degradans_2-40_","57","18","17","4013","51623"
"1419","NZ_KX523901.1","Saccharophagus_degradans_2-40_","12","0","0","4013","51623"
"1420","MT441554.1","Saccharophagus_degradans_2-40_","18","0","0","4013","51623"
"1421","JN626286.1","Oenococcus_oeni_PSU-1_","37","0","0","1698","18906"
"1422","LN864819.1","Oenococcus_oeni_PSU-1_","57","0","0","1698","18906"
"1423","NZ_KX523901.1","Oenococcus_oeni_PSU-1_","12","0","0","1698","18906"
"1424","MT441554.1","Oenococcus_oeni_PSU-1_","18","0","0","1698","18906"
"1425","JN626286.1","Trichodesmium_erythraeum_IMS101_","37","21","20","4481","59667"
"1426","LN864819.1","Trichodesmium_erythraeum_IMS101_","57","21","20","4481","59667"
"1427","NZ_KX523901.1","Trichodesmium_erythraeum_IMS101_","12","0","0","4481","59667"
"1428","MT441554.1","Trichodesmium_erythraeum_IMS101_","18","0","0","4481","59667"
"1429","JN626286.1","Tropheryma_whipplei_str._Twist_","37","33","32","811","12642"
"1430","LN864819.1","Tropheryma_whipplei_str._Twist_","57","33","32","811","12642"
"1431","NZ_KX523901.1","Tropheryma_whipplei_str._Twist_","12","0","0","811","12642"
"1432","MT441554.1","Tropheryma_whipplei_str._Twist_","18","6","5","811","12642"
"1433","JN626286.1","Tannerella_forsythia_ATCC_43037_","37","86","108","3015","31253"
"1434","LN864819.1","Tannerella_forsythia_ATCC_43037_","57","86","108","3015","31253"
"1435","NZ_KX523901.1","Tannerella_forsythia_ATCC_43037_","12","69","68","3015","31253"
"1436","MT441554.1","Tannerella_forsythia_ATCC_43037_","18","46","45","3015","31253"
"1437","JN626286.1","Candidatus_Blochmannia_floridanus_","37","30","29","583","12522"
"1438","LN864819.1","Candidatus_Blochmannia_floridanus_","57","30","29","583","12522"
"1439","NZ_KX523901.1","Candidatus_Blochmannia_floridanus_","12","30","29","583","12522"
"1440","MT441554.1","Candidatus_Blochmannia_floridanus_","18","30","29","583","12522"
"1441","JN626286.1","Sulfurihydrogenibium_azorense_Az-Fu1_","37","41","48","1731","26096"
"1442","LN864819.1","Sulfurihydrogenibium_azorense_Az-Fu1_","57","41","48","1731","26096"
"1443","NZ_KX523901.1","Sulfurihydrogenibium_azorense_Az-Fu1_","12","0","0","1731","26096"
"1444","MT441554.1","Sulfurihydrogenibium_azorense_Az-Fu1_","18","0","0","1731","26096"
"1445","JN626286.1","Candidatus_Koribacter_versatilis_Ellin345_","37","24","23","4777","60138"
"1446","LN864819.1","Candidatus_Koribacter_versatilis_Ellin345_","57","24","23","4777","60138"
"1447","NZ_KX523901.1","Candidatus_Koribacter_versatilis_Ellin345_","12","0","0","4777","60138"
"1448","MT441554.1","Candidatus_Koribacter_versatilis_Ellin345_","18","0","0","4777","60138"
"1449","JN626286.1","Herminiimonas_arsenicoxydans_","37","108","118","3286","44204"
"1450","LN864819.1","Herminiimonas_arsenicoxydans_","57","108","118","3286","44204"
"1451","NZ_KX523901.1","Herminiimonas_arsenicoxydans_","12","47","46","3286","44204"
"1452","MT441554.1","Herminiimonas_arsenicoxydans_","18","76","78","3286","44204"
"1453","JN626286.1","Haemophilus_somnus_129PT_","37","29","37","1800","22698"
"1454","LN864819.1","Haemophilus_somnus_129PT_","57","29","37","1800","22698"
"1455","NZ_KX523901.1","Haemophilus_somnus_129PT_","12","0","0","1800","22698"
"1456","MT441554.1","Haemophilus_somnus_129PT_","18","16","15","1800","22698"
"1457","JN626286.1","Pseudomonas_syringae_pv._syringae_B728a_","37","30","29","5097","69638"
"1458","LN864819.1","Pseudomonas_syringae_pv._syringae_B728a_","57","30","29","5097","69638"
"1459","NZ_KX523901.1","Pseudomonas_syringae_pv._syringae_B728a_","12","0","0","5097","69638"
"1460","MT441554.1","Pseudomonas_syringae_pv._syringae_B728a_","18","28","27","5097","69638"
"1461","JN626286.1","Ehrlichia_chaffeensis_str._Arkansas_","37","36","35","1108","16344"
"1462","LN864819.1","Ehrlichia_chaffeensis_str._Arkansas_","57","36","35","1108","16344"
"1463","NZ_KX523901.1","Ehrlichia_chaffeensis_str._Arkansas_","12","36","35","1108","16344"
"1464","MT441554.1","Ehrlichia_chaffeensis_str._Arkansas_","18","45","46","1108","16344"
"1465","JN626286.1","Pseudomonas_fluorescens_Pf0-1_","37","122","122","5725","105019"
"1466","LN864819.1","Pseudomonas_fluorescens_Pf0-1_","57","122","122","5725","105019"
"1467","NZ_KX523901.1","Pseudomonas_fluorescens_Pf0-1_","12","74","73","5725","105019"
"1468","MT441554.1","Pseudomonas_fluorescens_Pf0-1_","18","93","95","5725","105019"
"1469","JN626286.1","Neptuniibacter_caesariensis_","37","0","0","3687","70138"
"1470","LN864819.1","Neptuniibacter_caesariensis_","57","0","0","3687","70138"
"1471","NZ_KX523901.1","Neptuniibacter_caesariensis_","12","0","0","3687","70138"
"1472","MT441554.1","Neptuniibacter_caesariensis_","18","36","35","3687","70138"
"1473","JN626286.1","Amycolatopsis_japonica_","37","22","21","8427","91131"
"1474","LN864819.1","Amycolatopsis_japonica_","57","22","21","8427","91131"
"1475","NZ_KX523901.1","Amycolatopsis_japonica_","12","0","0","8427","91131"
"1476","MT441554.1","Amycolatopsis_japonica_","18","34","31","8427","91131"
"1477","JN626286.1","Amycolatopsis_vancoresmycina_","37","0","0","8806","165644"
"1478","LN864819.1","Amycolatopsis_vancoresmycina_","57","0","0","8806","165644"
"1479","NZ_KX523901.1","Amycolatopsis_vancoresmycina_","12","0","0","8806","165644"
"1480","MT441554.1","Amycolatopsis_vancoresmycina_","18","0","0","8806","165644"
"1481","JN626286.1","Carnobacterium_sp._17-4_","37","52","68","2474","35646"
"1482","LN864819.1","Carnobacterium_sp._17-4_","57","52","68","2474","35646"
"1483","NZ_KX523901.1","Carnobacterium_sp._17-4_","12","0","0","2474","35646"
"1484","MT441554.1","Carnobacterium_sp._17-4_","18","0","0","2474","35646"
"1485","JN626286.1","Streptococcus_mutans_UA159_","37","38","37","1963","24439"
"1486","LN864819.1","Streptococcus_mutans_UA159_","57","38","37","1963","24439"
"1487","NZ_KX523901.1","Streptococcus_mutans_UA159_","12","38","37","1963","24439"
"1488","MT441554.1","Streptococcus_mutans_UA159_","18","38","37","1963","24439"
"1489","JN626286.1","Streptococcus_agalactiae_NEM316_","37","0","0","2188","39504"
"1490","LN864819.1","Streptococcus_agalactiae_NEM316_","57","0","0","2188","39504"
"1491","NZ_KX523901.1","Streptococcus_agalactiae_NEM316_","12","0","0","2188","39504"
"1492","MT441554.1","Streptococcus_agalactiae_NEM316_","18","51","50","2188","39504"
"1493","JN626286.1","Allokutzneria_albata_","37","0","0","7887","108957"
"1494","LN864819.1","Allokutzneria_albata_","57","0","0","7887","108957"
"1495","NZ_KX523901.1","Allokutzneria_albata_","12","0","0","7887","108957"
"1496","MT441554.1","Allokutzneria_albata_","18","18","17","7887","108957"
"1497","JN626286.1","Chlorogloeopsis_fritschii_PCC_6912_","37","0","0","6857","136825"
"1498","LN864819.1","Chlorogloeopsis_fritschii_PCC_6912_","57","0","0","6857","136825"
"1499","NZ_KX523901.1","Chlorogloeopsis_fritschii_PCC_6912_","12","0","0","6857","136825"
"1500","MT441554.1","Chlorogloeopsis_fritschii_PCC_6912_","18","0","0","6857","136825"
"1501","JN626286.1","Shewanella_oneidensis_MR-1_","37","148","171","4086","70578"
"1502","LN864819.1","Shewanella_oneidensis_MR-1_","57","148","171","4086","70578"
"1503","NZ_KX523901.1","Shewanella_oneidensis_MR-1_","12","71","70","4086","70578"
"1504","MT441554.1","Shewanella_oneidensis_MR-1_","18","102","103","4086","70578"
"1505","JN626286.1","Anaplasma_phagocytophilum_str._HZ_","37","43","42","1367","17501"
"1506","LN864819.1","Anaplasma_phagocytophilum_str._HZ_","57","43","42","1367","17501"
"1507","NZ_KX523901.1","Anaplasma_phagocytophilum_str._HZ_","12","43","42","1367","17501"
"1508","MT441554.1","Anaplasma_phagocytophilum_str._HZ_","18","65","67","1367","17501"
"1509","JN626286.1","Yersinia_pestis_CO92_","37","62","67","3983","70673"
"1510","LN864819.1","Yersinia_pestis_CO92_","57","69","77","3983","70673"
"1511","NZ_KX523901.1","Yersinia_pestis_CO92_","12","0","0","3983","70673"
"1512","MT441554.1","Yersinia_pestis_CO92_","18","106","104","3983","70673"
"1513","JN626286.1","Enhygromyxa_salina_","37","0","0","8927","252028"
"1514","LN864819.1","Enhygromyxa_salina_","57","0","0","8927","252028"
"1515","NZ_KX523901.1","Enhygromyxa_salina_","12","0","0","8927","252028"
"1516","MT441554.1","Enhygromyxa_salina_","18","0","0","8927","252028"
"1517","JN626286.1","Pseudomonas_rhizosphaerae_","37","24","23","3893","47899"
"1518","LN864819.1","Pseudomonas_rhizosphaerae_","57","24","23","3893","47899"
"1519","NZ_KX523901.1","Pseudomonas_rhizosphaerae_","12","0","0","3893","47899"
"1520","MT441554.1","Pseudomonas_rhizosphaerae_","18","23","22","3893","47899"
"1521","JN626286.1","Croceibacter_atlanticus_HTCC2559_","37","0","0","2702","33770"
"1522","LN864819.1","Croceibacter_atlanticus_HTCC2559_","57","0","0","2702","33770"
"1523","NZ_KX523901.1","Croceibacter_atlanticus_HTCC2559_","12","0","0","2702","33770"
"1524","MT441554.1","Croceibacter_atlanticus_HTCC2559_","18","0","0","2702","33770"
"1525","JN626286.1","Burkholderia_cenocepacia_J2315_","37","171","213","7172","118965"
"1526","LN864819.1","Burkholderia_cenocepacia_J2315_","57","145","185","7172","118965"
"1527","NZ_KX523901.1","Burkholderia_cenocepacia_J2315_","12","98","97","7172","118965"
"1528","MT441554.1","Burkholderia_cenocepacia_J2315_","18","129","128","7172","118965"
"1529","JN626286.1","Mycobacterium_marinum_M_","37","129","135","5459","85283"
"1530","LN864819.1","Mycobacterium_marinum_M_","57","195","209","5459","85283"
"1531","NZ_KX523901.1","Mycobacterium_marinum_M_","12","71","70","5459","85283"
"1532","MT441554.1","Mycobacterium_marinum_M_","18","90","93","5459","85283"
"1533","JN626286.1","Pseudomonas_fluorescens_SBW25_","37","216","248","5923","120685"
"1534","LN864819.1","Pseudomonas_fluorescens_SBW25_","57","216","248","5923","120685"
"1535","NZ_KX523901.1","Pseudomonas_fluorescens_SBW25_","12","81","80","5923","120685"
"1536","MT441554.1","Pseudomonas_fluorescens_SBW25_","18","105","108","5923","120685"
"1537","JN626286.1","Rhizobium_leguminosarum_bv._viciae_3841_","37","121","145","5618","86387"
"1538","LN864819.1","Rhizobium_leguminosarum_bv._viciae_3841_","57","121","145","5618","86387"
"1539","NZ_KX523901.1","Rhizobium_leguminosarum_bv._viciae_3841_","12","73","72","5618","86387"
"1540","MT441554.1","Rhizobium_leguminosarum_bv._viciae_3841_","18","110","114","5618","86387"
"1541","JN626286.1","Bifidobacterium_longum_","37","0","0","1901","23595"
"1542","LN864819.1","Bifidobacterium_longum_","57","0","0","1901","23595"
"1543","NZ_KX523901.1","Bifidobacterium_longum_","12","0","0","1901","23595"
"1544","MT441554.1","Bifidobacterium_longum_","18","10","9","1901","23595"
"1545","JN626286.1","Bifidobacterium_psychraerophilum_","37","0","0","2122","32364"
"1546","LN864819.1","Bifidobacterium_psychraerophilum_","57","0","0","2122","32364"
"1547","NZ_KX523901.1","Bifidobacterium_psychraerophilum_","12","0","0","2122","32364"
"1548","MT441554.1","Bifidobacterium_psychraerophilum_","18","19","18","2122","32364"
"1549","JN626286.1","Bacillus_vietnamensis_","37","0","0","4453","62305"
"1550","LN864819.1","Bacillus_vietnamensis_","57","0","0","4453","62305"
"1551","NZ_KX523901.1","Bacillus_vietnamensis_","12","0","0","4453","62305"
"1552","MT441554.1","Bacillus_vietnamensis_","18","20","19","4453","62305"
"1553","JN626286.1","Pectobacterium_atrosepticum_SCRI1043_","37","183","220","4483","68162"
"1554","LN864819.1","Pectobacterium_atrosepticum_SCRI1043_","57","152","199","4483","68162"
"1555","NZ_KX523901.1","Pectobacterium_atrosepticum_SCRI1043_","12","77","76","4483","68162"
"1556","MT441554.1","Pectobacterium_atrosepticum_SCRI1043_","18","89","90","4483","68162"
"1557","JN626286.1","Salmonella_bongori_NCTC_12419_","37","93","93","3864","53604"
"1558","LN864819.1","Salmonella_bongori_NCTC_12419_","57","92","92","3864","53604"
"1559","NZ_KX523901.1","Salmonella_bongori_NCTC_12419_","12","75","84","3864","53604"
"1560","MT441554.1","Salmonella_bongori_NCTC_12419_","18","91","104","3864","53604"
"1561","JN626286.1","Streptococcus_uberis_0140J_","37","50","49","1765","26450"
"1562","LN864819.1","Streptococcus_uberis_0140J_","57","50","49","1765","26450"
"1563","NZ_KX523901.1","Streptococcus_uberis_0140J_","12","50","49","1765","26450"
"1564","MT441554.1","Streptococcus_uberis_0140J_","18","89","87","1765","26450"
"1565","JN626286.1","Chlamydophila_abortus_S26-3_","37","0","0","932","11184"
"1566","LN864819.1","Chlamydophila_abortus_S26-3_","57","0","0","932","11184"
"1567","NZ_KX523901.1","Chlamydophila_abortus_S26-3_","12","0","0","932","11184"
"1568","MT441554.1","Chlamydophila_abortus_S26-3_","18","4","3","932","11184"
"1569","JN626286.1","Micromonospora_sp._ATCC_39149_","37","0","0","5642","93565"
"1570","LN864819.1","Micromonospora_sp._ATCC_39149_","57","0","0","5642","93565"
"1571","NZ_KX523901.1","Micromonospora_sp._ATCC_39149_","12","0","0","5642","93565"
"1572","MT441554.1","Micromonospora_sp._ATCC_39149_","18","15","14","5642","93565"
"1573","JN626286.1","Pseudomonas_protegens_Pf-5_","37","271","327","6108","80596"
"1574","LN864819.1","Pseudomonas_protegens_Pf-5_","57","271","327","6108","80596"
"1575","NZ_KX523901.1","Pseudomonas_protegens_Pf-5_","12","76","74","6108","80596"
"1576","MT441554.1","Pseudomonas_protegens_Pf-5_","18","134","138","6108","80596"
"1577","JN626286.1","Lactobacillus_plantarum_WCFS1_","37","135","217","3109","36185"
"1578","LN864819.1","Lactobacillus_plantarum_WCFS1_","57","146","228","3109","36185"
"1579","NZ_KX523901.1","Lactobacillus_plantarum_WCFS1_","12","104","111","3109","36185"
"1580","MT441554.1","Lactobacillus_plantarum_WCFS1_","18","141","182","3109","36185"
"1581","JN626286.1","Treponema_putidum_","37","0","0","2227","24460"
"1582","LN864819.1","Treponema_putidum_","57","0","0","2227","24460"
"1583","NZ_KX523901.1","Treponema_putidum_","12","0","0","2227","24460"
"1584","MT441554.1","Treponema_putidum_","18","0","0","2227","24460"
"1585","JN626286.1","Mastigocladopsis_repens_PCC_10914_","37","0","0","5749","94351"
"1586","LN864819.1","Mastigocladopsis_repens_PCC_10914_","57","0","0","5749","94351"
"1587","NZ_KX523901.1","Mastigocladopsis_repens_PCC_10914_","12","0","0","5749","94351"
"1588","MT441554.1","Mastigocladopsis_repens_PCC_10914_","18","0","0","5749","94351"
"1589","JN626286.1","Synechococcus_sp._RS9916_","37","0","0","2961","39832"
"1590","LN864819.1","Synechococcus_sp._RS9916_","57","0","0","2961","39832"
"1591","NZ_KX523901.1","Synechococcus_sp._RS9916_","12","0","0","2961","39832"
"1592","MT441554.1","Synechococcus_sp._RS9916_","18","0","0","2961","39832"
"1593","JN626286.1","Synechococcus_sp._RS9917_","37","0","0","2770","39208"
